ID,PERSONA,AGENCIA,FECHA CIERRE,TIPO PRESTAMO,GARANTÍA ADMISIBLE,PLAZO,DÍAS MORA,CALIFICACIÓN OBJETIVA,CALIFICACIÓN ARRASTRE,SALDO APORTES,SALDO CAPITAL,DESTINO,SEXO,EDAD,ESTRATO,ESTADO CIVIL,PERSONAS A CARGO,NIVEL DE ESTUDIOS,OCUPACION,ACTIVIDAD ECONOMICA,TIENE VEHICULO,TIENE VIVIENDA,DIFERENCIA INGRESOS EGRESOS,TIPO VIVIENDA,ANTIGUEDAD NEGOCIO,TOTAL ACTIVOS,CIUDAD_NAME,CAPITAL_INICIAL,CUOTA,TASA_NOMINAL,ENDEUDAMIENTO PARALELO,
45353,47940,SANTA ROSA,6/30/2019,Consumo,0,48,0,A,A,49048.05,0,,Femenino,30,3,Casado,Cero,Tecnológico,Administrador Base de Datos,Otras actividades de servicios personales n.c.p.,N,N,866376, FAMILIAR ,6/17/2015,0,,,,,0,
45405,41755,ARMENIA,6/30/2019,Consumo,0,48,0,A,A,38355.23,558595.7,COMPRA DE MOTOCICLETAS,Femenino,24,3,Soltero,Cero,Bachillerato,,Pendiente por confirmar,N,N,319455,ACTUALIZAR MIGRACION,1/1/1900,0,MONTENEGRO,2000000,64761.58,2.1394,558595.7,
45548,69510,ARMENIA,6/30/2019,Consumo,0,48,11,A,A,45146.88,898191.91,COMPRA DE MOTOCICLETAS,Femenino,25,1,Soltero,Cero,Universitario,,Pendiente por confirmar,N,N,700000,ACTUALIZAR MIGRACION,1/1/1900,0,ARMENIA,3000000,100827,2.1394,898191.91,
46272,21359,FUNDADORES,6/30/2019,Comercial,98600000,48,390,E,E,228959.31,30333199.25,COMPRA DE VEHICULO PARA TRANSPORTE DE CARGA ,Masculino,43,3,Union Libre,Cuatro o m,Bachillerato,EMPLEADO,Asalariados,N,Y,300000, PROPIA ,12/8/2017,85000000,ARMENIA,50000000,1564420,1.7998,30333199.25,
45776,45758,SANTA ROSA,6/30/2019,Consumo,5899000,48,11,A,A,71544.8,2021093.79,COMPRA DE MOTOCICLETAS,Femenino,40,3,Casado,Cero,Universitario,ASESOR SOPORTE TECNICO DE INTERNET,Pendiente por confirmar,N,N,1747000, FAMILIAR ,1/2/2014,0,SANTA ROSA DE CABAL,6690000,224815,2.1394,2021093.79,
45695,25188,SANTA ROSA,6/30/2019,Consumo,3708250,48,14,A,A,51644.29,1084763.4,COMPRA DE MOTOCICLETAS,Femenino,51,3,Union Libre,Cero,Primaria,,Transporte de pasajeros,N,N,596078, ARRENDADA ,1/15/2008,0,SANTA ROSA DE CABAL,3810000,127904.82,2.1394,1084763.4,
45819,44073,SANTA ROSA,6/30/2019,Consumo,5160000,48,0,A,A,63737.5,1593990.42,COMPRA DE MOTOCICLETAS,Masculino,51,3,Casado,Una,Bachillerato,EMPLEADO,Otras actividades de servicios personales n.c.p.,Y,N,4470000, PROPIA ,3/15/2013,10500000,SANTA ROSA DE CABAL,5500000,177642.44,2.1394,1593990.42,
45903,53895,SANTA ROSA,6/30/2019,Consumo,5160000,48,26,A,A,53731.97,1404695.23,COMPRA DE MOTOCICLETAS,Masculino,56,2,Separación Judicial,Cero,Primaria,,Otras actividades de servicios personales n.c.p.,N,N,1139344,ACTUALIZAR MIGRACION,3/10/2014,0,DOSQUEBRADAS,4350000,145930.27,2.1394,1404695.23,
45634,6136,SINCELEJO,6/30/2019,Microcrédito,0,24,593,E,E,47822.16,930530.12,,Masculino,55,1,Soltero,Cero,Bachillerato,Asistente Cartera Credivehiculo,Pendiente por confirmar,N,N,2000000, FAMILIAR ,1/1/1900,0,CHINU,3250000,190458.08,3.0002,930530.12,
46614,64185,MINORISTA,6/30/2019,Comercial,0,72,0,A,A,222446.28,34093243.63,COMPRA DE VEHICULO PARTICULAR,Femenino,47,1,Soltero,Cero,Curso,,Producción de gas, distribución de combustibles gaseosos por tuberías,N,N,8450000,ACTUALIZAR MIGRACION,1/1/1900,CR  25 # 86-171 CASA 71 RIVERA CAMPESTRE,PEREIRA,53000000,1319077,1.7998,34093243.63
45679,23420,CHINCHINA,6/30/2019,Comercial,13915103868,48,0,A,A,260827.49,3885712.61,COMPRA DE VEHICULO PARA TRANSPORTE DE CARGA ,Femenino,54,3,Casado,Cero,Bachillerato,INDEPENDIENTE,Transporte de carga por carretera,Y,N,1329630, ARRENDADA ,1/1/2008,25800000,MANIZALES,16000000,459888.06,1.4002,9326757.63,
45847,37064,SANTA ROSA,6/30/2019,Consumo,0,48,0,E,,0,0,,Masculino,33,3,Soltero,Cero,Bachillerato,Administrador Base de Datos,Otras actividades de servicios personales n.c.p.,N,N,810000, FAMILIAR ,7/3/2015,0,,,,,0,
46159,32001,MINORISTA,6/30/2019,Consumo,5089999,48,0,A,A,60629.88,1455035.5,COMPRA DE MOTOCICLETAS,Masculino,56,2,Casado,Cero,Bachillerato,,Actividades de seguridad privada,N,N,563579, FAMILIAR ,12/1/2011,0,DOSQUEBRADAS,4800000,161302,2.1394,1455035.5,
46271,9524,CHINCHINA,6/30/2019,Microcrédito,0,36,0,A,A,69594.34,0,,Masculino,38,2,Casado,Una,Bachillerato,EMPLEADO,Asalariados,N,N,1150000, FAMILIAR ,1/15/2012,7000000,,,,,0,
48229,64573,ARMENIA,6/30/2019,Comercial,8273189.529,60,0,A,A,285855.66,10950492.04,PAGO DE SEGUROS ,Masculino,50,3,Union Libre,Una,Primaria,INDEPENDIENTE,Transporte de carga por carretera,Y,Y,1432000, FAMILIAR ,1/1/1900,110921000,ARMENIA,20000000,547820,1.7998,43149747.66,
45980,50320,PEREIRA,6/30/2019,Microcrédito,0,36,0,E,,0,0,,Femenino,40,1,Casado,Cero,Bachillerato,,"Confección de artículos con materiales textiles, excepto prendas de vestir",N,N,0,ACTUALIZAR MIGRACION,1/1/1900,0,,,,,0,
46401,1231,SINCELEJO,6/30/2019,Microcrédito,0,20,561,E,E,45371.35,207411.14,,Masculino,69,1,Union Libre,Cero,Bachillerato,Asistente Cartera Credivehiculo,Pendiente por confirmar,N,N,3156000, FAMILIAR ,1/1/1900,0,SINCELEJO,2300000,154272623,3.0002,207411.14,
46116,61760,CHINCHINA,6/30/2019,Microcrédito,0,36,0,E,,0,0,,Femenino,29,3,Soltero,Cero,Bachillerato,,Otras actividades de servicios personales n.c.p.,N,N,1516000,ACTUALIZAR MIGRACION,1/1/1900,0,,,,,0,
46192,12224,PEREIRA,6/30/2019,Consumo,0,48,21,A,A,40306.67,887940.95,COMPRA DE MERCANCIA ,Femenino,49,3,Ninguno,Cero,Bachillerato,,Otras actividades de atención de la salud humana,N,N,311098, FAMILIAR ,3/27/2015,0,PEREIRA,2550000,85262.34,2.1394,887940.95,
46240,36563,FUNDADORES,6/30/2019,Consumo,0,48,0,A,A,47693.97,1136357.45,COMPRA DE CARTERA ,Masculino,56,2,Casado,Cero,Bachillerato,,Pendiente por confirmar,N,N,400000, ARRENDADA ,1/1/1900,0,ARMENIA,3500000,117373.49,2.1394,1136357.45,
46668,32554,SANTA ROSA,6/30/2019,Consumo,0,48,0,E,,0,0,,Masculino,29,3,Union Libre,Cero,Bachillerato,Administrador Base de Datos,Otras actividades de servicio de apoyo a las empresas n.c.p.,N,N,390000, FAMILIAR ,8/1/2015,0,,,,,0,
47953,13071,SANTA ROSA,6/30/2019,Consumo,3200000,48,0,A,A,36437.91,703642.87,COMPRA DE MOTOCICLETAS,Masculino,26,1,Soltero,Cero,Bachillerato,Administrador Base de Datos,Curtido y recurtido de cueros, recurtido y teñido de pieles.,N,N,845024,ACTUALIZAR MIGRACION,6/18/2015,CL  20 N 17-111 2DO PISO,SANTA ROSA DE CABAL,2000000,68702,2.1394,703642.87
46549,33500,SANTA ROSA,6/30/2019,Consumo,0,48,21,A,A,36534.46,701226.23,REMODELACION DE INMUEBLE ,Masculino,59,3,Casado,Una,Técnico,ENFERMERO,Otras actividades de atención de la salud humana,N,N,850000, PROPIA ,1/1/1990,0,SANTA ROSA DE CABAL,2000000,67059.73,2.1394,701226.23,
46933,8156,CHINCHINA,6/30/2019,Comercial,104000000,72,0,A,A,232847.12,34696182.09,COMPRA DE VEHICULO PARA TRANSPORTE DE CARGA ,Masculino,57,3,Divorciado,Cero,Bachillerato,,Alquiler y arrendamiento de vehículos automotores,N,N,6500000, ARRENDADA ,1/2/2000,0,MANIZALES,55000000,1254380.55,1.4998,34696182.09,
46298,21132,ARMENIA,6/30/2019,Consumo,0,36,401,E,E,41563.77,1263238.59,CAPITAL DE TRABAJO,Masculino,29,2,Casado,Cero,Universitario,,Actividades auxiliares de servicios para la administración pública en general,N,N,1389500,ACTUALIZAR MIGRACION,1/1/1900,0,ARMENIA,3000000,120560.8881,2.1394,1263238.59,
47490,29574,MINORISTA,6/30/2019,Comercial,64000000,72,0,A,A,392465.37,48015411.2,COMPRA DE VEHICULO PARTICULAR,Masculino,48,3,Casado,Cero,Bachillerato,INDEPENDIENTE,Transporte de carga por carretera,N,N,2250000, FAMILIAR ,1/1/1900,240000000,PEREIRA,76000000,1733325845,1.4998,61391146.79,
46531,37739,SINCELEJO,6/30/2019,Microcrédito,0,18,711,E,E,35404.46,570451.14,,Masculino,72,1,Union Libre,Cero,Primaria,,Otros cultivos permanentes n.c.p.,N,N,1210000,ACTUALIZAR MIGRACION,1/1/1900,0,MONTERIA,1700000,123607,3.0002,570451.14,
46571,40201,ARMENIA,6/30/2019,Consumo,0,48,111,D,D,45190.22,1579549.84,,Femenino,35,3,Soltero,Cero,Bachillerato,Administrador Base de Datos,Comercio al por menor de otros productos nuevos en establecimientos especializados,N,N,1040000, ARRENDADA ,5/7/2013,0,ARMENIA,3700000,124352.23,2.1394,1579549.84,
46304,56217,TEBAIDA,6/30/2019,Consumo,0,48,0,A,A,45478.67,840812.22,COMPRA DE CARTERA ,Masculino,39,3,Casado,Una,Bachillerato,EMPLEADO,Asalariados,Y,N,296000, ARRENDADA ,6/1/2014,30000000,ARMENIA,3000000,99943.52,2.1394,840812.22,
46763,33585,SANTA ROSA,6/30/2019,Consumo,0,48,148,D,D,32317.49,618516.83,COMPRA DE MERCANCIA ,Masculino,53,2,Casado,Cero,Bachillerato,,"Fabricación de otros productos de madera; fabricación de artículos de corcho, cestería y espartería",N,N,1170000, FAMILIAR ,4/1/2013,0,SANTA ROSA DE CABAL,1500000,48334.05,2.1394,618516.83,
46848,29592,CHINCHINA,6/30/2019,Comercial,49431649479,48,0,A,A,369362.69,10207259.59,REMODELACION DE INMUEBLE ,Femenino,39,3,Casado,Dos,Universitario,INDEPENDIENTE,Transporte de pasajeros,Y,Y,2875023, FAMILIAR ,1/16/2009,194682023,PEREIRA,33000000,1032513.64,1.7998,10593059.76,
47574,35279,TULUA,6/30/2019,Consumo,0,36,0,A,A,74615.62,0,,Masculino,57,2,Casado,Cero,Primaria,,Actividades especializadas de diseño,N,N,7220000, PROPIA ,1/1/1900,0,,,,,0,
46743,4675,MINORISTA,6/30/2019,Consumo,0,48,0,A,A,52072.02,885902.2,COMPRA DE MOTOCICLETAS,Masculino,57,2,Soltero,Cero,Bachillerato,EMPLEADO,Asalariados,N,N,640000, FAMILIAR ,4/1/2000,5000000,PEREIRA,3400000,113502.8,2.1394,885902.2,
46878,25927,SANTA ROSA,6/30/2019,Consumo,0,48,0,E,,0,0,,Masculino,45,1,Union Libre,Cero,Primaria,EMPLEADO,Fundición de hierro y de acero,N,N,500000, FAMILIAR ,5/1/2016,3000000,,,,,0,
47121,66130,TULUA,6/30/2019,Microcrédito,0,36,0,A,A,101095.05,0,,Masculino,55,2,Union Libre,Cero,Primaria,INDEPENDIENTE,Actividades de apoyo a la agricultura,N,N,2469000, PROPIA ,1/2/2000,31456000,,,,,4192320.43,
47497,38182,ARMENIA,6/30/2019,Comercial,0,24,16,A,A,1247479.85,67762966.79,,Masculino,50,5,Casado,Cero,Universitario,,"Actividades de hospitales y clínicas, con internación",N,N,32300000, ARRENDADA ,6/1/1999,0,ARMENIA,100000000,7160310,4.8765,283940724.3,
47548,38182,ARMENIA,6/30/2019,Comercial,0,24,16,A,A,1247479.85,137091706.5,,Masculino,50,5,Casado,Cero,Universitario,,"Actividades de hospitales y clínicas, con internación",N,N,32300000, ARRENDADA ,6/1/1999,0,ARMENIA,200000000,14759319.65,5.1872,283940724.3,
47297,38182,ARMENIA,6/30/2019,Comercial,0,24,16,A,A,1247479.85,33881483.4,,Masculino,50,5,Casado,Cero,Universitario,,"Actividades de hospitales y clínicas, con internación",N,N,32300000, ARRENDADA ,6/1/1999,0,ARMENIA,50000000,3580155,4.8765,283940724.3,
46794,26038,FUNDADORES,6/30/2019,Consumo,0,48,0,A,A,50779.92,452697.3,REMODELACION DE INMUEBLE ,Masculino,59,1,Divorciado,Cero,Bachillerato,,Transporte de pasajeros,N,N,-300000,ACTUALIZAR MIGRACION,3/23/2013,0,ARMENIA,2500000,84022.82,2.1394,452697.3,
46786,28872,FUNDADORES,6/30/2019,Consumo,0,48,0,A,A,44069.2,977859.87,COMPRA DE MOTOCICLETAS,Femenino,26,1,Soltero,Cero,Universitario,,Fondos de cesantías.,N,N,1039900,ACTUALIZAR MIGRACION,9/8/2015,0,ARMENIA,3000000,100827,2.1394,977859.87,
47462,28843,ARMENIA,6/30/2019,Consumo,0,48,0,A,A,48937.3,27508.51,COMPRA DE MOTOCICLETAS,Masculino,26,3,Soltero,Cero,Tecnológico,,Pendiente por confirmar,N,N,380000,ACTUALIZAR MIGRACION,1/1/1900,0,ARMENIA,2500000,83691.94,2.1394,27508.51,
46648,10550,SINCELEJO,6/30/2019,Microcrédito,0,36,56,B,B,167094.65,743786.03,,Femenino,29,1,Union Libre,Cero,Bachillerato,,"Otros tipos de comercio al por menor no realizado en establecimientos, puestos de venta o mercados.",N,N,2030000,ACTUALIZAR MIGRACION,1/1/1900,0,SAN PELAYO,14700000,673339,3.0002,743786.03,
47253,55598,ARMENIA,6/30/2019,Consumo,0,36,41,B,B,82539.14,251396.76,,Femenino,30,3,Soltero,Cero,Técnico,,Pendiente por confirmar,N,N,1400000,ACTUALIZAR MIGRACION,1/1/1900,0,ARMENIA,6000000,245302.52,2.1394,251396.76,
46941,47359,TEBAIDA,6/30/2019,Consumo,4540000,48,0,A,A,61768.66,1749712.63,COMPRA DE MOTOCICLETAS,Femenino,64,2,Viudo,Cero,Bachillerato,PENSIONADA,"Sin Actividad Económica, solo para personas naturales",N,Y,245000, PROPIA ,6/2/2008,95000000,CALARCA,5510000,185186,2.1394,1749712.63,
48060,42128,MINORISTA,6/30/2019,Comercial,39903188.03,72,21,A,A,238528.4,29407233.18,COMPRA DE VEHICULO PARTICULAR,Femenino,36,4,Casado,Cero,Tecnológico,,Pendiente por confirmar,N,N,4980000, FAMILIAR ,1/1/1900,0,PEREIRA,43200000,1075172,1.7998,31542080.78,
46866,9425,TEBAIDA,6/30/2019,Consumo,4590000,48,26,A,A,54499.15,1715786.29,COMPRA DE MOTOCICLETAS,Masculino,36,2,Casado,Cero,Bachillerato,Administrador Base de Datos,Actividades de seguridad privada,N,N,780279, FAMILIAR ,1/1/1900,0,CALARCA,4760000,159514.51,2.1394,1715786.29,
47514,69516,SANTA ROSA,6/30/2019,Consumo,0,72,0,A,A,110425.76,16027551.33,COMPRA DE VEHICULO PARA USO COMERCIAL ,Masculino,31,3,Soltero,Cero,Universitario,,Otras actividades de servicios personales n.c.p.,N,N,1410000, FAMILIAR ,4/6/2016,0,PEREIRA,24490000,609513,1.7998,16027551.33,
46827,61346,SINCELEJO,6/30/2019,Microcrédito,0,24,436,E,E,55584.67,314911.34,,Femenino,30,1,Union Libre,Cero,Bachillerato,Asistente Cartera Credivehiculo,Pendiente por confirmar,N,N,890000, FAMILIAR ,1/1/1900,0,SAN ONOFRE,3420000,201947,3.0002,314911.34,
46921,54367,ARMENIA,6/30/2019,Consumo,0,36,330,E,E,42519.08,1151671.46,,Masculino,24,3,Soltero,Cero,Bachillerato,Administrador Base de Datos,Actividades de organizaciones empresariales y de empleadores,N,N,720000, FAMILIAR ,1/1/2014,0,ARMENIA,3000000,120308,2.1394,1151671.46,
46918,14414,ARMENIA,6/30/2019,Consumo,0,36,0,A,A,56261.42,0,,Femenino,37,3,Soltero,Una,Universitario,EMPLEADO,Asalariados,Y,N,234032, FAMILIAR ,11/1/2018,15000000,,,,,0,
47327,39649,MINORISTA,6/30/2019,Microcrédito,0,36,0,A,A,59274.55,0,,Femenino,37,3,Casado,Cero,Bachillerato,INDEPENDIENTE,Comercio al por menor de otros artículos domésticos en establecimientos especializados,N,N,942333, ARRENDADA ,1/1/2011,15390000,,,,,0,
46952,13102,SINCELEJO,6/30/2019,Microcrédito,0,15,801,E,E,36306.39,566804.92,,Masculino,28,1,Soltero,Cero,Bachillerato,Asistente Cartera Credivehiculo,Pendiente por confirmar,N,N,0, FAMILIAR ,1/1/1900,0,CHINU,1800000,150776.9395,3.0002,566804.92,
47661,38085,ARMENIA,6/30/2019,Consumo,0,48,0,A,A,104050.8,4136791.22,VACACIONES-VIAJES - RECREACION ,Masculino,22,3,Soltero,Cero,Bachillerato,,Fabricación de plásticos en formas primarias,N,N,1100000, FAMILIAR ,1/13/2015,0,ARMENIA,12000000,391199.73,1.9997,4136791.22,
47518,10571,CHINCHINA,6/30/2019,Consumo,0,48,0,A,A,77249.85,2737608.24,CALAMIDAD DOMESTICA,Femenino,32,3,Union Libre,Cero,Universitario,,"Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria",N,N,1213000, FAMILIAR ,1/1/2014,0,MANIZALES,8000000,274454,2.1394,2737608.24,
47726,24364,QUIMBAYA,6/30/2019,Consumo,0,48,57,B,B,68036.1,1645446.45,COMPRA DE VEHICULO PARTICULAR,Masculino,56,2,Casado,Cero,Bachillerato,,"Fabricación de otros tipos de calzado, excepto calzado de cuero y piel",N,N,1020000,ACTUALIZAR MIGRACION,6/20/2014,0,ULLOA,6000000,206107,2.1394,1645446.45,
46975,26885,SINCELEJO,6/30/2019,Microcrédito,0,36,0,A,A,0,0,,Femenino,34,1,Union Libre,Cero,Bachillerato,,Elaboración de otros productos alimenticios n.c.p.,N,N,478000,ACTUALIZAR MIGRACION,1/1/1900,0,,,,,0,
47215,58340,SANTA ROSA,6/30/2019,Microcrédito,0,48,0,A,A,67973.98,2427892.75,COMPRA DE CARTERA ,Femenino,40,1,Casado,Cero,Primaria,,"Comercio al por menor en establecimiento no especializado con surtido comp principalmente por alimento, bebida o tabaco",N,N,50000, FAMILIAR ,1/1/2012,0,SANTA ROSA DE CABAL,6800000,259605.14,2.8068,2427892.75,
47556,64902,ARMENIA,6/30/2019,Consumo,0,48,0,A,A,38602.48,693730.85,COMPRA DE MOTOCICLETAS,Masculino,22,3,Soltero,Cero,Bachillerato,EMPLEADO,Asalariados,N,N,1000000, FAMILIAR ,6/1/2017,8000000,ARMENIA,2000000,68459.86,2.1394,693730.85,
47284,13858,SINCELEJO,6/30/2019,Microcrédito,0,24,409,E,E,44926.35,171494.66,,Femenino,29,1,Soltero,Cero,Bachillerato,,Elaboración de otros productos alimenticios n.c.p.,N,N,525000,ACTUALIZAR MIGRACION,1/1/1900,0,CERETE,2250000,132860,3.0002,171494.66,
47630,33339,SANTA ROSA,6/30/2019,Microcrédito,0,48,0,A,A,67678.31,2436232.52,COMPRA DE MOTOCICLETAS,Masculino,67,3,Casado,Cero,Primaria,,Cultivo de café.,N,N,1300000, PROPIA ,5/1/2012,0,PEREIRA,6800000,249604,2.5998,2436232.52,
47482,4402,PEREIRA,6/30/2019,Consumo,0,36,0,A,A,271597.53,0,,Femenino,62,1,Casado,Cero,Bachillerato,,Pendiente por confirmar,N,N,13027008,ACTUALIZAR MIGRACION,1/1/1900,0,,,,,0,
47623,62647,SANTA ROSA,6/30/2019,Consumo,8130000,48,0,A,A,58265.15,1574899.15,COMPRA DE MOTOCICLETAS,Masculino,33,1,Union Libre,Cero,Bachillerato,Administrador Base de Datos,Actividades de seguridad privada,N,N,1242288, FAMILIAR ,12/30/2010,0,SANTA ROSA DE CABAL,5000000,171755.91,2.1394,1574899.15,
47361,66083,SINCELEJO,6/30/2019,Microcrédito,0,36,58,B,B,68783.01,464105.01,,Femenino,28,1,Union Libre,Dos,Bachillerato,COMERCIANTE INDEPENDIENTE,"Comercio al por menor en locales no espec, con surtido principal de productos diferentes de alimentos, bebidas y tabaco.",N,N,850000, FAMILIAR ,1/1/1900,0,COTORRA,4900000,224446,3.0002,464105.01,
47422,46462,TEBAIDA,6/30/2019,Consumo,0,48,0,A,A,57428.37,1670536.14,COMPRA DE MOTOCICLETAS,Femenino,51,4,Divorciado,Cero,Técnico,EMPLEADO,Asalariados,N,N,750000, FAMILIAR ,4/1/1997,2500000,ARMENIA,5000000,156442,1.7998,1670536.14,
47668,33723,SANTA ROSA,6/30/2019,Consumo,4300000,48,0,A,A,51725.1,1511969.14,COMPRA DE MOTOCICLETAS,Masculino,36,2,Casado,Cero,Primaria,Administrador Base de Datos,Otras actividades de servicio de apoyo a las empresas n.c.p.,N,N,840000, ARRENDADA ,5/19/2015,0,SANTA ROSA DE CABAL,4300000,147710,2.1394,1511969.14,
47618,35311,SANTA ROSA,6/30/2019,Microcrédito,0,36,0,A,A,79603.07,0,,Masculino,65,1,Union Libre,Cero,Primaria,,Otras actividades de servicios personales n.c.p.,N,N,1440000, PROPIA ,1/1/1900,0,,,,,0,
48058,44268,FUNDADORES,6/30/2019,Comercial,63200000,48,14,A,A,286890.18,14401994.92,COMPRA DE MOTOCICLETAS,Masculino,65,2,Union Libre,Cero,Bachillerato,Auxiliar Centro de Documentación,Pendiente por confirmar,N,Y,3490000, PROPIA ,1/1/1900,0,CARTAGO,40000000,1251536,1.7998,14401994.92,
47862,14935,QUIMBAYA,6/30/2019,Consumo,4490000,48,16,A,A,45532.7,1322099.7,COMPRA DE MOTO NUEVA,Masculino,27,2,Soltero,Cero,Bachillerato,,Comercio al por menor de productos agrícolas para el consumo en establecimientos especializados,N,N,380000,ACTUALIZAR MIGRACION,3/20/2014,0,ALCALA,3500000,120229,2.1394,1322099.7,
47750,48243,SINCELEJO,6/30/2019,Microcrédito,0,30,208,E,E,71586.74,151544.45,,Masculino,47,1,Union Libre,Cero,Primaria,,Explotación mixta (agrícola y pecuaria).,N,N,0,ACTUALIZAR MIGRACION,1/1/1900,0,PLANETA RICA,4830000,246430.52,3.0002,151544.45,
47896,39713,QUIMBAYA,6/30/2019,Consumo,3490000,48,0,A,A,52417.86,1547535.75,COMPRA DE MOTOCICLETAS,Femenino,21,2,Soltero,Cero,Bachillerato,,"Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",N,N,380000,ACTUALIZAR MIGRACION,3/1/2015,0,MONTENEGRO,4400000,151145,2.1394,1547535.75,
47878,48578,ARMENIA,6/30/2019,Microcrédito,0,48,0,A,A,116787.32,2838972.3,CAPITAL DE TRABAJO,Femenino,31,1,Soltero,Cero,Universitario,INDEPENDIENTE,Pendiente por confirmar,N,N,1299360, FAMILIAR ,1/1/1900,0,ARMENIA,12000000,432077.87,2.5,2838972.3,
48486,21004,SANTA ROSA,6/30/2019,Microcrédito,19602261.94,48,0,A,A,138436.86,6917369.6,COMPRA DE VEHICULO PARA USO COMERCIAL ,Masculino,41,4,Soltero,Dos,Bachillerato,INDEPENDIENTE,Actividades de otros servicios de comidas,N,N,3365000, FAMILIAR ,8/7/2010,5000000,DOSQUEBRADAS,17235000,632864.51,2.6017,7022437.28,
47532,4383,BUGA,6/30/2019,Microcrédito,0,36,23,A,A,83343.51,117466.06,COMPRA DE MUEBLES Y ENSERES,Femenino,36,1,Casado,Cero,Bachillerato,,"Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo a oficina",N,N,400000,ACTUALIZAR MIGRACION,1/1/1900,0,PALMIRA,6000000,272553,3.0002,117466.06,
47865,49105,QUIMBAYA,6/30/2019,Consumo,3900000,48,0,A,A,48092.54,1466510.08,COMPRA DE MOTOCICLETAS,Femenino,48,2,Union Libre,Cero,Primaria,,Alojamiento en hoteles,N,N,279455,ACTUALIZAR MIGRACION,1/1/2005,0,MONTENEGRO,3900000,133969.61,2.1394,1466510.08,
47706,32526,PEREIRA,6/30/2019,Consumo,0,48,0,A,A,3420452.75,1827064.18,COMPRA DE CARTERA ,Masculino,43,1,Soltero,Cero,Bachillerato,,Transporte aéreo nacional de pasajeros,N,N,4800000, FAMILIAR ,1/1/1900,0,PEREIRA,5200000,178626,2.1394,1827064.18,
47578,43446,BUGA,6/30/2019,Microcrédito,0,42,0,A,A,65230.2,1218956.02,REMODELACION DE INMUEBLE ,Femenino,60,1,Viudo,Cero,Primaria,Asistente Cartera Credivehiculo,Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimiento especializado,N,N,762500,ACTUALIZAR MIGRACION,1/1/1900,0,BUGA,5340000,225312,3.0002,1218956.02,
47660,42548,SINCELEJO,6/30/2019,Microcrédito,0,36,85,C,C,63400.81,597808.37,,Masculino,40,1,Soltero,Cero,Bachillerato,,Cría de ganado porcino.,N,N,674000,ACTUALIZAR MIGRACION,10/1/2000,0,SAN PELAYO,4500000,206124,3.0002,597808.37,
48136,30911,SANTA ROSA,6/30/2019,Consumo,0,48,0,A,A,35610.56,754496.39,COMPRA DE MERCANCIA ,Masculino,22,3,Soltero,Cero,Bachillerato,,Otras actividades de servicios personales n.c.p.,N,N,1000000, ARRENDADA ,3/1/2014,0,SANTA ROSA DE CABAL,2000000,68702,2.1394,754496.39,
47635,68726,SINCELEJO,6/30/2019,Microcrédito,0,36,168,E,E,50149.15,886960.66,,Masculino,30,1,Soltero,Cero,Bachillerato,,"Fabricación de otros productos de madera; fabricación de artículos de corcho, cestería y espartería",N,N,440000,ACTUALIZAR MIGRACION,1/1/2000,0,CERETE,3500000,160318.9122,3.0002,886960.66,
47973,36928,TULUA,6/30/2019,Microcrédito,8110000,48,74,C,C,71025.56,3893626.46,COMPRA DE MERCANCIA ,Masculino,32,2,Union Libre,Cero,Universitario,,Pendiente por confirmar,N,N,9100000, FAMILIAR ,1/1/1900,0,TULUA,8580000,327155,2.8,3893626.46,
47686,39427,SINCELEJO,6/30/2019,Microcrédito,0,36,0,A,A,0,0,,Femenino,26,1,Soltero,Cero,Técnico,,"Comercio al por menor en locales no espec, con surtido principal de productos diferentes de alimentos, bebidas y tabaco.",N,N,350000,ACTUALIZAR MIGRACION,1/1/1900,0,,,,,0,
48271,12881,SANTA ROSA,6/30/2019,Consumo,4079600,48,0,A,A,49015.12,1536763.79,COMPRA DE MOTOCICLETAS,Femenino,23,2,Union Libre,Cero,Bachillerato,OFICIOS VARIOS INDEFINIDO,Elaboración de productos de panadería,N,N,500000, ARRENDADA ,9/1/2015,0,DOSQUEBRADAS,4079600,140139,2.1394,1536763.79,
48429,18140,PEREIRA,6/30/2019,Microcrédito,4390000,36,56,B,B,73962.24,737208.01,VEHICULO PARA USO AGROPECUARIO,Masculino,72,1,Casado,Cero,Bachillerato,,Cultivo de frutas tropicales y subtropicales.,N,N,500000, FAMILIAR ,1/1/1900,0,LA UNION,5700000,253327,2.7994,737208.01,
48107,12152,CHINCHINA,6/30/2019,Microcrédito,5000000,48,26,A,A,53394.1,2028178.98,COMPRA DE MUEBLES Y ENSERES,Masculino,70,3,Casado,Cero,Primaria,,"Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",N,N,1500000, ARRENDADA ,1/1/1900,0,MANIZALES,5000000,190649.89,2.8,2028178.98,
47829,12639,SINCELEJO,6/30/2019,Microcrédito,0,36,134,E,E,67459.94,1182689.01,,Masculino,41,1,Union Libre,Cero,Técnico,Asistente Cartera Credivehiculo,Pendiente por confirmar,N,N,2000000, FAMILIAR ,1/1/1900,0,SINCELEJO,5500000,251929.72,3.0002,1182689.01,
